id,name,acct_code,external_id,customer_id,user_id,project_location_id,project_stage_id,cost_center_id,billing_contact_id,shipping_contact_id,notes,recalc_warning,currency,budget,budget_time,budget_cost,rate,sga_labor,start_date,finish_date,notify_owner,notify_assignees,notify_issue_assigned_to,notify_issue_created_project_owner,notify_issue_created_customer_owner,notify_issue_closed_assigned_to,notify_issue_closed_project_owner,notify_issue_closed_customer_owner,invoice_text,invoice_layout_id,te_approver,az_approver,ta_approver,pr_approver,po_approver,br_approver,tb_approver,te_approvalprocess,az_approvalprocess,ta_approvalprocess,pr_approvalprocess,po_approvalprocess,br_approvalprocess,tb_approvalprocess,dirty,want_dirty,sync_customer,auto_bill,auto_bill_cap,auto_bill_cap_value,auto_bill_override,tax_rate_federal,tax_rate_state,tax_location_id,task_budget_cost,task_budget_revenue,defer_recalc,msp_link_type,sync_workspace,only_owner_can_edit,user_filter,timetype_filter,category_filter,assignment_cc,billing_code,message,active,deleted,created,updated,audit,notify_sr_submitted_project_owner,sold_to_contact_id,dashboard_from,enable_dashboard,attachment_id,custom_1,pm_approver_1,pm_approver_2,pm_approver_3,payroll_type_filter,te_allowance_approver,te_allowance_approvalprocess,cost_type_filter,custom_8,custom_10,portfolio_project_id,is_portfolio_project,project_exclude_filter,customer_exclude_filter,rv_approver,rv_approvalprocess,custom_15,custom_16,credit_invoice_layout_id,rate_card_id,rm_approver,rm_approvalprocess,bg_approver,bg_approvalprocess,contact_id,custom_17,custom_18,newsfeed_id,custom_27,custom_34,custom_37,custom_38,custom_40,custom_41,custom_42,custom_43,custom_44,custom_65,custom_66,custom_68,custom_71,custom_88,custom_89,custom_90,custom_91,custom_92,custom_93,custom_94,custom_95,custom_96,custom_97,custom_98,custom_99,custom_125,custom_127,custom_133,custom_137,custom_143,custom_146,custom_150,custom_158
510,Template,,,1,1,0,10,0,0,0,,,CAD,0,0,0,0,0,4/9/2021,4/9/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/9/2021 11:04,4/9/2021 11:04,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,506,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,,,,,,,0000-00-00
511,Testing to Contract 1 - CPQ,,,386,0,0,2,0,0,0,,,CAD,0,0,0,0,0,4/2/2021,4/2/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/12/2021 9:59,4/12/2021 10:00,,,0,,,0,,0,0,0,,0,0,,8014W000003dBABQA2,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,507,0,,,,,,,,,,,,191840.23,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,ARUBI : Q-00006,,4511,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003dBABQA2/view,,,0000-00-00
512,DEMO - 12APR2021,,,1,7,0,4,0,0,0,,,CAD,0,0,0,0,0,4/12/2021,4/23/2021,,,,,,,,,,0,-3,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/12/2021 18:43,4/22/2021 16:12,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,508,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,,,,,,,0000-00-00
513,Testing to Contract 1 - CPQ,,,386,0,0,2,0,0,0,,,CAD,0,0,0,0,0,4/2/2021,4/2/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/13/2021 12:33,4/20/2021 11:16,,,0,,,0,,0,0,0,,0,0,,8014W000003dBABQA2,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,509,0,,,,,,,,,,,,191840.23,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,ARUBI : Q-00006,,4511,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003dBABQA2/view,,,0000-00-00
514,5598 - For Deletion,,NA,349,76,0,8,0,0,0,22.4.2021 -Allocating to Lachlan,,CAD,0,0,0,0,0,10/31/2019,10/31/2019,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:03,5/17/2021 20:09,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,510,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
515,ARS - Re-Architecture ARSUSSDOWN1 -  RITM0032925,,RITM0032925,18,247,2,4,0,0,0,,,USD,0,0,0,0,0,4/24/2021,9/30/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:04,7/1/2021 12:42,,,0,,,0,1,0,0,0,,0,0,,8014W000003r4ZgQAI,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,511,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,9/30/2021,,,,,,,,ARS : Q-00062,,5766,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003r4ZgQAI/view,,,0000-00-00
516,AUHIS - PIT consult,,RITM0034123,35,98,1,4,0,0,0,,,AUD,0,0,0,0,0,4/8/2021,12/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,8014W000003r4ZlQAI,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,512,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,9/1/2021,,,,,,,,AUHIS : Q-00103,,5767,https://inteleradmedicalsystems.lightning.force.com/lightning/r/Order/8014W000003r4ZlQAI/view,,,0000-00-00
517,5596 - For Deletion,,NA,281,0,0,8,0,0,0,,,USD,0,0,0,0,0,3/22/2021,3/22/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:04,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,513,0,,,,,,,,,,,,60000,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
518,5583 - For Deletion,,NA,254,0,0,8,0,0,0,,,USD,0,0,0,0,0,3/26/2021,3/26/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:04,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,514,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
519,PPI - #Q-08398,,,230,0,2,2,0,0,0,,,CAD,0,0,0,0,0,3/26/2021,9/21/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,515,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,PPI : Q-08398,,8191,,,#Q-08398,0000-00-00
520,ROI - HRH DICOM 1 million study migration - RITM0031096,,RITM0031096,262,204,2,2,0,0,0,,,USD,0,0,0,0,0,10/27/2020,5/3/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:04,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,516,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,ROI : RITM0031096,,8221,,,#Q-08608,0000-00-00
521,5593 - For Deletion,,NA,340,0,0,8,0,0,0,,,USD,0,0,0,0,0,3/26/2021,3/26/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:04,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,517,0,,,,,,,,,,,,314,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
522,ARATX - Move to MSO #Q-09053 RITM0033847,,RITM0033847,14,61,2,4,0,0,0,,,USD,0,80,0,0,0,3/30/2021,9/1/2021,,,,,,,,,,0,0,0,-3,0,0,0,-2,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/30/2021 17:18,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,518,0,,,,,,,,07- ReArchitecture,Project,,,358404,0000-00-00,,7/31/2021,Green,8/13/2021,Green,Yellow,test,Yellow,Green,,,ARATX : Q-09053,,7998,,,#Q-09053,0000-00-00
523,5585 - For Deletion,,NA,354,44,0,8,0,0,0,,,GBP,0,0,0,0,0,3/25/2021,3/25/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,519,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
524,5576 - For Deletion,,NA,60,0,0,8,0,0,0,,,AUD,0,0,0,0,0,3/30/2021,3/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,520,0,,,,,,,,,,,,14237,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
525,ARSC - PS - PACS Integration Team(PIT) (qty=30) #Q-09188,,Q-09188,19,80,2,2,0,0,0,,,USD,0,0,0,0,0,3/31/2021,9/24/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,521,0,,,,,,,,,Project,,,0,0000-00-00,,0000-00-00,,4/20/2022,,,,,,,,ARSC : Q-09188,,8032,,,#Q-09188,0000-00-00
526,5575 - For Deletion,,NA,48,0,0,8,0,0,0,,,AUD,0,0,0,0,0,3/30/2021,3/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,522,0,,,,,,,,,,,,1247,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
527,RPEG - #Q-09297,,,2,0,2,2,0,0,0,,,USD,0,0,0,0,0,3/19/2021,9/14/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,523,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RPEG : Q-09297,,8226,,,#Q-09297,0000-00-00
528,5570 - For Deletion,,NA,364,61,0,8,0,0,0,,,USD,0,0,0,0,0,3/30/2021,3/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,524,0,,,,,,,,,,,,696,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
529,LWHS - One Hour Remote Hanging Protocols Training - Refresher - RITM0033857,,RITM0033857,174,128,2,8,0,0,0,,,USD,0,0,0,0,0,3/25/2021,9/20/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,5/14/2021 16:22,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,525,0,,,,,,,,,,,,0,4/8/2021,,0000-00-00,,4/8/2021,,,,,,,,LWHS : RITM0033857,,8158,,,#Q-09377,0000-00-00
530,PRS - Addition of Software on a server (qty=4) - #Q-09386,,RITM0033721,236,89,2,2,0,0,0,,,USD,0,0,0,0,0,3/19/2021,9/14/2021,,,,,,,,,,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,526,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,7/30/2021,,,,,,,,PRS : Q-09386,,8196,,,#Q-09386,0000-00-00
531,WRDI - #Q-09388,,,338,0,2,2,0,0,0,,,USD,0,0,0,0,0,3/30/2021,9/24/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,527,0,,,,,,,,,,,,900,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,WRDI : Q-09388,,8011,,,#Q-09388,0000-00-00
532,CAMIS - #Q-09391,,,73,0,2,2,0,0,0,,,CAD,0,0,0,0,0,3/30/2021,9/24/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,528,0,,,,,,,,,,,,1620,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,CAMIS : Q-09391,,8074,,,#Q-09391,0000-00-00
533,5666 - For Deletion,,NA,73,0,0,8,0,0,0,,,CAD,0,0,0,0,0,3/30/2021,3/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,529,0,,,,,,,,,,,,1620,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
534,5582 - For Deletion,,NA,49,0,0,8,0,0,0,,,AUD,0,0,0,0,0,3/24/2021,3/24/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,530,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
535,WHN - Flat File Migration to IBM VNA - RITM0033841,,RITM0033841,330,128,2,8,0,0,0,,,USD,0,0,0,0,0,3/24/2021,4/5/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,5/14/2021 16:27,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,531,0,,,,,,,,,,,,0,4/6/2021,,0000-00-00,,4/6/2021,,,,,,,,WHN : RITM0033841,,8298,,,#Q-09416,0000-00-00
536,Study Classifier reconfiguration and ALM training,,RITM0033856,309,73,2,4,0,0,0,"Please see the RITM for project status, thanks.",,USD,0,0,0,0,0,3/25/2021,6/29/2021,,,,,,,,,,0,0,0,-2,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,532,0,,,,,,,,,Project,,,0,0000-00-00,,0000-00-00,,7/30/2021,,,,,,,,UIC : RITM0033856,,8279,,,#Q-09424,0000-00-00
537,Rearchitecture - 2 Web Servers addition,,RITM0033792,257,73,2,8,0,0,0,,,USD,0,0,0,0,0,3/19/2021,7/29/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,,4/15/2021 15:05,5/11/2021 16:47,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,533,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RIA : RITM0033792,,8214,,,#Q-09426,0000-00-00
538,5574 - For Deletion,,NA,19,112,0,8,0,0,0,,,USD,0,0,0,0,0,3/29/2021,3/29/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,534,0,,,,,,,,,,,,3600,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
539,Push Migration of ORG DL to GE PACS (external drive),,RITM0031298,2,73,2,8,0,0,0,,,USD,0,0,0,0,0,3/29/2021,9/24/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,5/14/2021 16:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,535,0,,,,,,,,,,,,0,5/11/2021,,0000-00-00,,0000-00-00,,,,,,,,RPEG : RITM0031298,,8239,,,#Q-09459,0000-00-00
540,RAB - #Q-09462 deletion of studies,,Q-09462,242,128,2,9,0,0,0,,,USD,0,0,0,0,0,3/19/2021,9/14/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,5/17/2021 22:25,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,536,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RAB : Q-09462,,8200,,,#Q-09462,0000-00-00
541,5587 - For Deletion,,NA,383,0,0,8,0,0,0,,,ZAR,0,0,0,0,0,3/28/2021,3/26/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:35,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,537,0,,,,,,,,,,,,498,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
542,IMED - DICOM Migration from PMX RITM0033769,,RITM0033769,151,76,1,4,0,0,0,,,AUD,0,0,0,0,0,3/22/2021,12/23/2033,,,,,,,,,,0,0,0,76,0,0,0,76,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,538,0,,,,,,,,,,,,0,0000-00-00,,5/10/2021,,5/10/2021,,,,,,,,IMED : RITM0033769,,8138,,,#Q-09468,0000-00-00
543,AUSIG - Site Addition - Cairns Smithfield (CSF) (AUSIGCSFMOD1)- #Q-09480,,RITM0034919,52,98,1,8,0,0,0,,,AUD,0,0,0,0,0,3/21/2021,9/16/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/23/2021 17:22,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,539,0,,,,,,,,,,,1,14075,6/7/2021,,6/7/2021,,6/7/2021,,,,,,,,AUSIG : Q-09480,,8051,,,#Q-09480,0000-00-00
544,PRPDI - Implement CC doctor study access granting - RITM0033867,,RITM0033867,361,98,1,8,0,0,0,,,AUD,0,0,0,0,0,3/19/2021,9/14/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,5/5/2021 17:12,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,540,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,PRPDI : RITM0033867,,8194,,,#Q-09481,0000-00-00
545,5605 - For Deletion,,NA,73,0,0,8,0,0,0,,,CAD,0,0,0,0,0,3/22/2021,3/22/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,541,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
546,RPEG - MRN Conversion - Mahaska Health - RITM0033787,,RITM0033787,2,0,2,2,0,0,0,,,USD,0,0,0,0,0,3/22/2021,9/17/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,542,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RPEG : RITM0033787,,8235,,,#Q-09490,0000-00-00
547,CAMIS - Client Infrastructure Services(CIS) #Q-09493,,RITM0032923,73,128,0,2,0,0,0,,,CAD,0,0,0,0,0,3/23/2021,3/23/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/15/2021 15:05,5/1/2021 13:28,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,543,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,CAMIS : Q-09493,,5606,,,,0000-00-00
548,5604 - For Deletion,,NA,2,0,0,8,0,0,0,,,USD,0,0,0,0,0,3/23/2021,3/23/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/15/2021 15:05,5/25/2021 17:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,544,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
549,RAB - DICOM Indexing of AHI - RITM0033805,,RITM0033805,242,128,2,8,0,0,0,,,USD,0,0,0,0,0,3/31/2021,6/10/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,,4/15/2021 15:05,7/2/2021 12:15,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,545,0,,,,,,,,,,,,0,6/11/2021,,0000-00-00,,6/11/2021,,,,,,,,RAB : RITM0033805,,8201,,,#Q-09496,0000-00-00
550,PURCAL - #Q-09522,,Q-09522,237,0,2,2,0,0,0,,,CAD,0,0,0,0,0,3/26/2021,9/21/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,546,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,PURCAL : Q-09522,,8197,,,#Q-09522,0000-00-00
551,RAB - SRM - Additional DICOM Indexing Infinitt PACS - RITM0033875,,RITM0033875,242,128,2,8,0,0,0,,,USD,0,0,0,0,0,3/26/2021,6/1/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/2/2021 10:28,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,547,0,,,,,,,,,,,,0,6/2/2021,,0000-00-00,,6/1/2021,,,,,,,,RAB : RITM0033875,,8203,,,#Q-09524,0000-00-00
552,E-Fax Addition,,RITM0033753,276,73,2,4,0,0,0,,,USD,0,0,0,0,0,3/26/2021,10/28/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,548,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,7/30/2021,,,,,,,,SGRA : RITM0033753,,8258,,,#Q-09525,0000-00-00
553,MXC - Uni-directional HL7 interface - RITM0033958,,RITM0033958,202,128,2,4,0,0,0,,,USD,0,0,0,0,0,3/31/2021,9/24/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/15/2021 15:05,6/30/2021 15:13,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,549,0,,,,,,,,,,,,0,6/29/2021,,0000-00-00,,6/29/2021,,,,,,,,MXC : RITM0033958,,8171,,,#Q-09527,0000-00-00
